;Nuevo ID;Titulo_de_Documento;Abstract;Titulo_Revista;Ano;Tipo_Documento;Disciplina;Test;key1;key2;key3;key4;key5;Categoria_1;Frecuencia_1;j_1;Porcentaje;Cluster_15;Cluster_8;Cluster_20;lda_10;lda_30;lda_45
39;3000;Delayed Ischemic Preconditioning Protects Against Liver Ischemia-Reperfusion Injury In Vivo;Objectives: Ischemic preconditioning (IP) affords resistance to liver ischemia-reperfusion injury (IR) injury, providing an early phase of protection. Development of delayed IP against IR injury was Assessed using IR in rat partial liver. Methods: The IP manuver (10 minutes of ischemia and 72 hours of up to reperfusion) was induced one hour before ischemia and 20 hours of reperfusion of. At the end of the reperfusion period, blood and liver samples Were Analyzed for serum alanine aminotransferase (ALT), aspartate aminotransferase (AST), lactate dehydrogenase (LDH), haptoglobin and tumor necrosis factor-a (TNF-a) levels, hepatic histology , protein carbonyl and glutathione (GSH) as well as contents nuclear factor-kB (NF-kB), and activating protein-1 (AP-1) DNA binding. Results: The IP manuver Significantly Increased protein carbonyl / GSH ratios (275%), serum ALT (42%), and AST (58%) These changes after 12 hours normalized. Serum AST, ALT, and LDH levels Were Significantly Increased by IR (4-, 5.6-, and 7.0-fold, respectively), with significant changes in liver histology, protein carbonyl / GSH ratio (481% enhancement), and serum TNF a (6.1-fold increase). Delayed IP in IR animals reduced serum AST (66%), ALT (57%), and LDH (90%) and liver GSH depletion (89%), with normalization of protein carbonyl content, serum TNF-a levels, and liver histology . Enhanced AP-1 / NF-KB DNA binding ratios and diminished haptoglobin expression induced by IR Were normalized by IP. Conclusion: These data support That delayed IP Suppresses IR-induced liver injury, oxidative stress, and TNF-a response, Which coincides WITH RECOVERY of IR-altered signaling functions Represented standard by AP-1 / NF-KB DNA binding ratios and acute phase responses. © 2 Elsevier Inc. All rights reserved.;TRANSPLANTATION PROCEEDINGS;2010;Artículo;Transplantation;0;liver;serum;protein;alt;ast;protein;107;5;0.0237355811889973;2;5;18;9;17;32
40;3955;Allotransplant of Microencapsulated Parathyroid Tissue in Severe Postsurgical Hypoparathyroidism: A Case Report;The last therapeutic alternative in severe postsurgical hypoparathyroidism is allotransplantation of microencapsulated parathyroid cells. With This technique, it is possible to implant cells or tissue of parathyroid origin to replace them in Such Patients, without immusupression. We report an allotransplant of parathyroid tissue in a patient continous With endovenous requirement of calcium to survive. The microencapsulation was Carried out with a commercial sodium alginate. We implant 23 Microspheres in the nondominant forearm and 40 Microspheres in the leg in a second attempt. In this article, we show functionality of the graft for at Least 20 months without requirement of endovenous calcium. We report this procedure as a therapeutical alternative in severe hypoparathyroidism. © 2009 Elsevier Inc. All rights reserved.;TRANSPLANTATION PROCEEDINGS;2009;Artículo;Transplantation;0;parathyroid;altern;calcium;endoven;hypoparathyroid;;0;0;0;8;6;12;7;8;34
18;894;T. cruzi OligoC-TesT: A Simplified and Standardized Polymerase Chain Reaction Format for Diagnosis of Chagas Disease;Background: PCR has evolved into one of the Most Promising tools for T. cruzi detection in the diagnosis and control of Chagas disease. However, overall use of the technique is Hampered by ITS and the lack of complexity standardization. Methodology: We present here the development and evaluation of the phase I T. cruzi OligoC-test, a simple and standardized format for detection of dipstick PCR amplified DNA T. cruzi. The specificity and sensitivity of the assay on blood samples Were EVALUATED 60 from Chagas endemic and non-endemic persons 48 Control and on biological samples from 33 Patients 7 reservoir animals, and 14 in Chile Collected vectors. Main Findings: The lower detection limits of the T. cruzi OligoC -test Were 1 pg and 1 to 10 fg of DNA from T. cruzi lineage I and II, respectively. The test Showed a specificity of 100% (95% confidence interval [CI]: 96.6% -100%) on the samples and to 93.9% of sensitivity (95% CI: 80.4% -98.3%) control 100% (95% CI: 64.6% -100%), and 100% (95% CI: 78.5% -100%) on the human, rodent, and vector samples, respectively. Conclusions: The T. cruzi OligoC -test Showed high sensitivity and specificity on a panel of diverse biological samples. The new tool is an Important step towards simplified and standardized molecular diagnosis of Chagas disease. © 2009 Deborggraeve et al.;PLOS NEGLECTED TROPICAL DISEASES;2009;Artículo;Tropical medicine;0;cruzi;sampl;test;chaga;oligoc;;0;0;0;6;4;17;4;5;8
19;1194;The Interaction of Classical Complement Component C1 with Parasite and Host Calreticulin Mediates Trypanosoma cruzi Infection of Human Placenta;Background: 9 million people are infected With Trypanosoma cruzi in Latin America, plus more than 300,000 in the United States, Canada, Europe, Australia, and Japan. Approximately 30% of infected Individuals circulatory or digestive pathology Develop. While in underdeveloped country clubs transmission is mainly through hematophagous arthropods, transplacental infection in developed Prevails ones.Methodology / Main Findings: During infection, T. cruzi calreticulin (TcCRT) translocates from the endoplasmic reticulum to the area of <U+200B><U+200B>flagellum emergence. There, TcCRT acts as virulence factor since it binds maternal complement component C1q classical human calreticulin That Recognizes (HuCRT) in placenta, with Increased parasite infectivity. As Measured by quantitative PCR ex vivo human placental chorionic villi in explants (HPCVE) (the closest available correlate of human congenital T. cruzi infection), C1q mediated up to 3.5-fold to Increase in parasite load. Because anti-TcCRT and anti-HuCRT F (ab ') 2 antibody fragments are devoid of Their Fc-dependent capacity to recruit C1q They reverted the C1q-mediated Increase in parasite load by respectively preventative ITS interaction with cell-bound CRTs from Both Parasite and HPCVE origins. The use of fluid-phase competing recombinant HuCRT and F (ab ') 2 antibody fragments anti-TcCRT esta corroborated. These results are consistent with a high expression of fetal CRT chorionic villi on placental free. Increased C1q-mediated infection is paralleled by placental tissue damage, as evidenced by histopathology, to damage is ameliorated by anti That TcCRT-F (ab ') 2 antibody fragments or fluid-phase HuCRT.Conclusions / Significance: T. cruzi infection of HPCVE is mediated by human and importantly parasite CRTs and C1q. Most likely, C1q CRT bridges on the parasite surface receptor With its orthologue on human placental cells, THUS Facilitating the First Encounter Between the parasite and the fetal placental tissue derived. The results presented here Have Several potential translational medicine aspects, related with the capacity Specifically of antibody fragments to inhibit the C1q / CRT T. cruzi THUS interactions and infectivity. © 2 Castillo et al.;PLOS NEGLECTED TROPICAL DISEASES;2013;Artículo;Tropical medicine;0;infect;parasit;cruzi;human;placent;infect;100;7;0.0221827861579414;6;4;17;4;5;8
20;1202;The Trypanosoma cruzi Satellite DNA OligoC-TesT and Trypanosoma cruzi Kinetoplast DNA OligoC-TesT for Diagnosis of Chagas Disease: A Multi-cohort Comparative Evaluation Study;Background: The Trypanosoma cruzi satellite DNA (satDNA) OligoC-test is a PCR Standardized format for diagnosis of Chagas disease. The sensitivity of the test is lower for discrete typing unit (DTU) Tci than for TCII-VI and the test has not Been EVALUATED Chagas disease in chronic patients.Methodology / Principal Findings: We developed a new prototype of the OligoC-test based on kinetoplast DNA (kDNA) detection. We EVALUATED the satDNA and kDNA OligoC-tests in a multi-cohort study 187 chronic Chagas With Patients and 88 healthy controls Recruited endemic in Argentina, Chile and Spain and 26 Diseased non-endemic controls from D.R. Congo and Sudan. All specimens Were tested in duplicate. The overall specificity in the controls was 99.1% (95% CI 95.2% -99.8%) for the satDNA OligoC -test and 97.4% (95% CI 92.6% -99.1%) for the kDNA OligoC -test. The overall sensitivity in the Patients was 67.9% (95% CI 60.9% -74.2%) for the satDNA OligoC -test and 79.1% (95% CI 72.8% -84.4%) for the kDNA OligoC-Test.Conclusions / Significance: specificities of the two T. cruzi OligoC-test prototypes are high on non-endemic and endemic controls. Sensitivities are moderate but Significantly (p = 0.0004) higher for the kDNA OligoC -test Compared To the satDNA OligoC -test. © 2014 De Winne et al.;PLOS NEGLECTED TROPICAL DISEASES;2014;Artículo;Tropical medicine;0;test;oligoc;kdna;satdna;endem;;0;0;0;12;6;12;4;5;8
21;1310;Reorganization of extracellular matrix in placentas from women with asymptomatic chagas disease: Mechanism of parasite invasion or local placental defense?;Chagas disease, produced by the protozoan Trypanosoma cruzi (T. cruzi) is one of The most frequent endemic diseases in Latin America. In Spite the Fact That in the past few years T. cruzi congenital transmission has Become of epidemiological Importance, studies about this mechanism of infection are scarce. In order to explore some morphological aspects of esta infection in the placenta, we Analyzed placentas from T. cruzi-infected mothers by immunohistochemical and histochemical methods. Infection in mothers, newborns, and placentas was confirmed by PCR and by immunofluorescence in the placenta. T. cruzi-infected placentas present destruction of the villous syncytiotrophoblast and stroma, selective disorganization of the basal lamina, and disorganization of collagen I in villous stroma. Our results Suggest That the parasite induces reorganization of esta tissue component and in This Way May Regulate inflammatory and immune responses Both in the host. Changes in the ECM of placental tissues, Together with the immunological status of mother and fetus, and parasite load Jul determine the probability of congenital transmission of T. cruzi. Copyright 2012 Juan Duaso et al.;JOURNAL OF TROPICAL MEDICINE;2012;Artículo;Tropical medicine;0;cruzi;infect;placenta;mother;congenit;infect;100;7;0.0221827861579414;6;4;17;4;5;8
22;1942;Differential Pattern of Infection of Sylvatic Nymphs and Domiciliary Adults of Triatoma infestans with Trypanosoma cruzi Genotypes in Chile;In Chile, the main vector of Chagas disease, Triatoma infestans, is under control after insecticide spraying. However, it has-been found colonizing wild habitats. This study EVALUATED Trypanosoma cruzi infection of sylvatic and domiciliary T. infestans and Identified Their parasite genotypes. The sample was composed mainly of Studied T. infestans sylvatic nymphs and adults from domiciliary semi-urban area with human dwellings under control vector surveillance. Results Showed prevalences of 57.7% and 68.6% in nymphs in adults. Hybridization tests Showed a major T. cruzi lineage (Tci) circulating in sylvatic (93.3%) and domiciliary (100%) T. infestans. TCII, TCV, and TCVI Present Were detected, mainly in nymphs, suggesting differential adaptation of T. cruzi lineages Among instars. We discuss the origin of Present domiciliary Individuals of T. infestans and the risk of human infection by triatomines of sylvatic foci That invade houses DESPITE programs vector control. Copyright © 2012 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2012;Artículo;Tropical medicine;0;infestan;domiciliari;sylvat;cruzi;main;;0;0;0;6;4;17;4;5;8
23;2574;Short Report: Mannose-Binding Lectin and Toll-Like Receptor Polymorphisms and Chagas Disease in Chile;Mannose binding lectin-(MBL) and Toll-like receptor (TLR) polymorphisms and susceptibility May influence manifestation of Trypanosoma cruzi infection. In northern Chile, we Examined 61 asymptomatic chronic Chagas disease Patients With (CD), 64 Patients With Chronic Chagas cardiomyopathy (CCC), and 45 healthy Individuals. Lowproducer MBL2 * B genotypes Were more common in CD Patients (48%) than healthy Individuals (31%, adjusted odds ratio = 2.3, 95% confidence interval = 1.01-5.4, P = 0.047) but did not differ With manifestation. In contrast, the heterozygous Toll-like receptor 4 (TLR4) -deficiency genotype D299G / T399I occurred more Frequently in asymptomatic (14.8%) than CCC Patients (3.1% P = 0.02). TLR1-I602S, TLR2-R753Q, TLR6-S249P, and MAL / TIRAP-S180L did not associate with CD or CCC. These findings support the complement system to be Involved in defense against Trypanosoma cruzi infection and Indicate That Might Be Curbed TLR4 activation beneficial in Preventing CCC. Copyright © 2012 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2012;Artículo;Tropical medicine;0;tlr;ccc;asymptomat;chaga;chronic;;0;0;0;6;4;17;4;5;8
24;4001;Presence of Trypanosoma cruzi in pregnant women and typing of lineages in congenital cases;The objective of esta study was to determine the presence of Trypanosoma cruzi in blood samples of mothers With chronic Chagas disease and Their newborn by conventional PCR targeted to minicircle kinetoplastidic DNA (kDNA), and to determine the lineages in mother / newborn pairs of the congenital With cases by hybridization assays Belonging to the TCII probes, TCI and TCV Discrete Typing Units (DTU). In 63 (57.2%) of the mothers the presence of circulating T. cruzi was Demonstrated by PCR Immediately before delivery and newborn in three (3%) was confirmed serial transmission congenital by PCR and conventional serology Between 1 and 16 months of life, at Which point treatment was started. The hybridization signals Showed That two of the newborn had the same DTU as Their mother (TCI, TCII and TCV) Whilst in the third congenital case only TCV was detected in the cord blood, suggesting That In This infant TCI and TCII did not cross the placenta or the parasite was not present at a detectable level. T. cruzi DNA levels by TaqMan Probe was determined to based Real Time PCR assay targeted to nuclear satellite sequences in three pairs of samples in Original. © 2012 Elsevier B.V.;ACTA TROPICA;2012;Artículo;Tropical medicine;0;mother;newborn;pcr;congenit;cruzi;;0;0;0;6;4;17;4;5;8
25;4126;Molecular Epidemiology of Chagas Disease in the Wild Transmission Cycle: The Evaluation in the Sylvatic Vector Mepraia spinolai from an Endemic Area of Chile;The sylvatic transmission cycle of Chagas disease in Chile is composed of wild mammals and insects of the genus Mepraia. We determined to Trypanosoma cruzi infection rates and genotypes in Mepraia spinolai. We Collected 227 insects from two contrasting areas ecologically ASSESS to T. cruzi infection. Polymerase chain reaction (PCR) -amplified minicircle DNAs Were Characterized by Southern blot and hybridization tests With genotype-specific probes. Infection in insects from the more fertile area was almost 2-fold higher than in the Poorer area. The genotype TCI was The most prevalent genotypes and other TCIIb: such as, TCIId, and TCIIe Were found at lower rates. The areas differed in Their Genotype distribution but not in Their genotype diversity. We Suggest That the difference in abundance and richness of mammals Between the areas May be producing the detected infection levels in vectors. Our results are Compared With Those Reported for mammals from the same area. Copyright © 2009 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2009;Artículo;Tropical medicine;0;area;genotyp;infect;insect;mammal;infect;100;7;0.0221827861579414;6;4;17;4;5;8
26;4237;Transmission Dynamics of Trypanosoma cruzi Determined by Low-Stringency Single Primer Polymerase Chain Reaction and Southern Blot Analyses in Four Indigenous Communities of the Sierra Nevada de Santa Marta, Colombia;This study attempted to Evaluate the dynamics of Trypanosoma cruzi transmission in four indigenous communities of Sierra Nevada de Santa Marta (SNSM), Colombia. Low-stringency single primer-polymerase chain reaction (PCR lssp-) of the minicircles and Southern blot analyzes Were used to characterize samples from Patients, vectors, and reservoirs In These communities. The LSSP-PCR profiles revealed a high genetic variability but similarities With Among the parasites present in the samples of vectors, Patients, and reservoirs of the same and different communities. Cluster analysis and molecular of variance (MANOVA) analyzes of data derived from LSSP-PCR and Southern blot Suggest a gene flux Among Populations of T. cruzi circulating in Patients, vectors, and reservoirs. The results support the notion That the domestic and wild transmission cycles overlap in the SNSM, with Rhodnius prolixus as the main vector and Triatoma dimidiata playing an Important role in the transmission of Chagas disease in esta zone, making the control vector strategy by spraying unsuccessful. Copyright © 2009 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2009;Artículo;Tropical medicine;0;vector;communiti;lssp;pcr;reservoir;;0;0;0;6;4;17;4;5;8
27;4252;Congenital infection by Trypanosoma cruzi in an endemic area of Chile: a multidisciplinary study;This study Investigated the prevalence of Chagas disease (CHD) in pregnant women in Choapa Province (Region IV, Chile) and the Vertical transmission of Trypanosoma cruziELISA and IFI IgG for ChD was performed for the pregnant women. PCR was done for T. cruzi chagasic for all mothers and Their newborns. The congenital infection was confirmed by PCR positive serial and / or IgG ELISA or IFA after age of nine months. The placentas of mothers, with and without CHD Were submitted for histopathology and immunohistochemical study. Results: From 4831 deliveries in 2005-2009 with a coverage of 88.6% serological, it was established 147 That cases (3.4%) ADH CHD. More than 80% of the pregnancies had a physiological evolution and 90% of the newborn Were term. Congenital transmission was Demonstrated in six children (4.7%) of the 127 serial newborn Studied by PCR (at birth and / or 3-18 months Between) and / or IgG ELISA or IIF after nine months age. Most cases of congenital Were asymptomatic (67%). The histopathology shows edema, necrosis, fibrinoid deposit in the placentas of 28 of 29 chagasic mothers. In three cases the immnunochemistry Demonstrated a decrease in actin expression in trophoblast cells. In one case congenital amastigote nests was Observed. Conclusions: These results Indicate That T. cruzi infection in pregnant women and Vertical transmission in Chile are still prevalent. For This reason it is Important to propose in endemic areas Control Measures of the country. © Royal Society of Tropical Medicine and Hygiene 2012. All rights reserved.;TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE;2013;Artículo;Tropical medicine;0;chd;congenit;igg;mother;newborn;;0;0;0;6;4;17;4;5;8
28;4343;A Monoallelic Deletion of the TcCRT Gene Increases the Attenuation of a Cultured Trypanosoma cruzi Strain, Protecting against an In Vivo Virulent Challenge;Trypanosoma cruzi calreticulin (TcCRT) is a virulence factor C1 complement That Binds, THUS inhibiting the activation of the classical complement pathway and generating pro-phagocytic signals That Increase parasite infectivity. In a previous work, we Characterized a clonal cell line lacking TcCRT one allele (+/- TcCRT) and another overexpressing it (TcCRT +), derived from the attenuated Both TCC T. cruzi strain. The TcCRT +/- mutant was highly susceptible to killing by the complement machinery and presented a remarkable reduced rate propagation and differentiation in vitro and in Both vivo. In This report, We Have These studies extended to ASSESS, in a mouse model of disease, the virulence, immunogenicity and safety of the mutant as an experimental vaccine. Balb / c mice Were Inoculated With TcCRT +/- parasites and followed up to 6-month During period. Mutant parasites Were not detected by sensitive techniques, even after mice immune suppression. Total anti-T. cruzi IgG levels undetectable in TcCRT +/- Were Inoculated mice and the genetic alteration was stable after long-term infection and it did not revert back to wild type form. Most importantly, immunization With TcCRT +/- parasites induces a highly protective response after challenge with a virulent strain T. cruzi, as evidenced by lower parasite density, mortality, spleen index and tissue inflammatory response. TcCRT +/- clones are restricted in two properties conferred by TcCRT Important and Indirectly by C1q: their ability to evade the host immune response and Their virulence. THEREFORE, deletion of one copy of the gene TcCRT in the attenuated strain TCC generated a safe and irreversibly gene-deleted live attenuated parasite With high immunoprotective properties. Our results Also Contribute to endorse the role of TcCRT Important T. cruzi as a virulence factor. © 2014 Sanchez-Valdez et al.;PLOS NEGLECTED TROPICAL DISEASES;2014;Artículo;Tropical medicine;0;tccrt;parasit;cruzi;virul;attenu;;0;0;0;6;4;17;4;5;10
29;4348;Deficiency in Mannose-Binding Lectin-Associated Serine Protease-2 Does Not Increase Susceptibility to Trypanosoma cruzi Infection;Trypanosoma cruzi is the causative agent of Chagas' disease, a chronic illness 10 million people Affecting around the world. The complement system plays an Important role in fighting microbial infections. The molecules recognition of the lectin pathway of complement activation, mannose-binding lectin (MBL), ficolins, and CL-11, bind to specific carbohydrates on pathogens, triggering complement activation through MBL-associated serine protease-2 (MASP-2). Previous work Showed in vitro human MBL and ficolins That Contribute to T. cruzi lysis. However, MBLdeficient mice are only moderately compromised defense against the in Their parasite, May As They still activate the lectin pathway through ficolins and CL-11. Here, we Assessed MASP-2-deficient mice, the mouse line only presently Available With all lectin pathway deficiency, for a phenotype in T. cruzi infection. Total absence of lectin pathway functional activity did not confer higher susceptibility to T. cruzi infection, suggesting it plays a minor That role in the immune response against esta parasite. Copyright © 2015 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2015;Artículo;Tropical medicine;0;lectin;cruzi;pathway;complement;ficolin;;0;0;0;6;4;17;4;5;10
30;4448;Genotyping of Trypanosoma cruzi Sublineage in Human Samples from a North-East Argentina Area by Hybridization with DNA Probes and Specific Polymerase Chain Reaction (PCR);We Have EVALUATED blood samples of chronic and congenital Trypanosoma cruzi-infected Patients from the city of Reconquista located in the northeast of Argentina Where no information was Obtained Previously About the genotype of infecting parasites. Fourteen samples of congenital and 19 chronical Were Patients Analyzed by DNA hybridization probes of minicircle With hypervariable regions (mHVR). In congenital Patients, 50% ADH With TcIId single infections, infections single with 7% TcIIe, 29% mixed infections With TcIId / e, and 7% mixed infections ADH With TcIId / b and 7% TcIId / b, respectively. In Chronical Patients, 52% ADH With TcIId single infections, infections single with 11% TcIIe, 26% mixed infections ADH With TcIId / e, and 11% non-HAD Identified genotypes. With These samples, we EVALUATED the minicircle lineage-specific polymerase chain reaction assay (MLS-PCR), Which Involves a nested PCR to HVR minicircle sequences and we found a correlation With 96.4% of hybridization probes for TcIId and 54.8% for TcIIe. Copyright © 2 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2010;Artículo;Tropical medicine;0;infect;tciid;adh;singl;chronic;infect;100;7;0.0221827861579414;6;4;17;4;5;8
31;4458;Short Report: Temporal Fluctuation of Infection with Different Trypanosoma cruzi Genotypes in the Wild Rodent Octodon degus;We Identified and followed-up for two years Octodon degus rodents infected With Trypanosoma cruzi genotypes by using xenodiagnosis with two vector species (Mepraia spinolai and Triatoma infestans), polymerase chain reaction DNA-based detection of insect dejections, Southern blot analysis, and minicircle hybridization With genotype-specific probes. Results show temporal fluctuations of infection With four parasite lineages (TCI, TCII, TCV, and TCVI) in one co-infected O. degus. Results are Discussed in the context of parasitemia level and Infection Control in mammal hosts. Copyright © 2 by The American Society of Tropical Medicine and Hygiene.;AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE;2010;Artículo;Tropical medicine;0;infect;degus;genotyp;american;base;infect;100;7;0.0221827861579414;6;4;17;4;5;8
1;426;Longitudinal FGF23 and Klotho axis characterization in children treated with chronic peritoneal dialysis;Background Fibroblast Growth Factor-23 (FGF23) and cofactor Klotho are key regulators of mineral metabolism in chronic kidney disease (CKD), but little is Known About the Mechanisms That Regulate Their production. This study longitudinal Evaluates FGF23 and Klotho changes of levels and Their regulatory factors in chronic peritoneal dialysis on children (PD). Methods FGF23, Klotho, 25 (OH) vitamin D, 1,25-dihydroxyvitamin D and parathyroid hormone (PTH) Plasma Concentrations Were Measured During 1 year of follow-up in PD children. Anthropometric and dialytical parameters Were EVALUATED in Addition to mineral metabolism variables. Results Thirty-one Patients under chronic PD Were followed for 12 months. FGF23 mean plasma levels at Month 1 Were Significantly Compared With Increased controls, 215.1 ± 9.4 303.6 ± 5.7 versus pg / mL, respectively (P <0.001). Baseline levels Were Klotho 41% lower in Patients With Compared controls, 132.1 ± 58 versus 320 ± 119.4 pg / mL, respectively (P <0.001), and did not correlate With FGF23 and phosphorus levels. At Month 12, FGF23 (195 ± 300 pg / mL) and Klotho levels (130 ± 34 pg / mL) similar to baseline values <U+200B><U+200B>Remained. Log-FGF23 Significantly Correlated With height / age Z score (r = A '0.38) and residual renal function (r = â' .44), but no correlation was found With serum phosphorus, phosphate intake, vitamin D and PTH levels. The log-FGF23 strongly correlated with Calcium levels at Months 1, 6 and 12, however, was blunted esta relationship if serum phosphorus was> 6 mg / dL. By multiple regression analysis, calcium was the strongest Determining Variable FGF23 levels. Conclusions In This longitudinal study, FGF23 levels are markedly Increased, and Klotho levels are reduced in PD children Compared With controls. FGF23 levels Appeared to be regulated by serum calcium Primarily, showing a significant correlation at each time of measurement. This relationship was lost in Patients With phosphorus> 6 mg / dL. These observations May Have Important Consequences to the therapeutic management of phosphate homeostasis in CKD patients. © © The Author 2014. Published by Oxford University Press on Behalf of ERA-EDTA. All rights reserved. For permissions, please email: journals.permissions@oup.com.;CLINICAL KIDNEY JOURNAL;2014;Artículo;Urology & nephrology;0;fgf;klotho;correl;phosphorus;calcium;;0;0;0;13;6;12;10;21;38
2;583;The mini-PET in pediatric peritoneal dialysis: A useful tool to predict volume overload?;Background: Cardiovascular disease (CVD) in Patients on chronic peritoneal dialysis (PD) is a major cause of death and is closely linked to hypertension and volume overload. The mini-Pet Has Been Proposed as a useful tool to Evaluate free-water transport (FWT) and ultrafiltration across the peritoneum characterize. Regarding Knowledge FWT Could be of great value to predict volume overload in PD patients. Our objective was to study in esta characterize FWT through the peritoneum in children on PD. Methods: We Studied With Patients clinically stable & gt 2 months on PD. Exclusion criteria Were a peritonitis episode up to 2 months prior to entrance into the study and active nephrotic syndrome. 1-h mini-peritoneal equilibration test (mini-PET) was performed With 3.86% glucose. Calculations (see text for full definitions) Were: Dip Na (Na dial min60 - Na dial min1) Dip D / PNa (D / PNa60 - D / PNA1) Total Na removal (NaR = total Na dial 60 - Na Dial1) , ultrafiltration small pores [(UFSP = NaR × 1.000) / Nap], and FWT (UF-UFSP). Peritoneal equilibration test (PET), left ventricular mass index (LVMI, g / m2), daily UF, and residual renal function Were EVALUATED. Pearson's correlation coefficient was used to Establish Correlation between variables. Results: Sixteen Patients Were included, with a mean age of 11.8 ± 3.8 years. Free water transport to body surface area normalized (BSA) (FWTn) was 133.9 ± 85.7 ml / m2 creatinine dialysate-to-plasma (D / P) and glucose at X dialysate dwell time-to-0 dwell time (Dx / D0) ratios Were 0.38 ± 0.1 and 0.65 ± 0.09, respectively. LVMI was 46.6 ± 14.8 g / m2 2-h creatinine D / P and D glucose x / D0 Showed no correlation With FWTn, UF, and LVMI. FWTn Showed a significant inverse correlation With LVMI (r 0.58, p 0.02). Conclusions: This study FWT Characterized in PD children through the mini-PET. Left ventricular hypertrophy Showed a high prevalence in this group, and a significant Correlation between LVMI and FWT was found. FWT Could be a useful tool to Evaluate UF in PD children. © 2 IPNA.;PEDIATRIC NEPHROLOGY;2013;Artículo;Urology & nephrology;0;fwt;correl;lvmi;dial;mini;;0;0;0;13;6;12;10;21;38
3;708;Steroid Withdrawal in Pediatric Kidney Transplant Allows Better Growth, Lipids and Body Composition: A Randomized Controlled Trial;Background: Glucocorticoid immunosuppressant therapy in pediatric kidney transplant (Tx) does not allow the recipients improvement of growth after Tx. Objective: To determine the effect of early steroid withdrawal (SW) on longitudinal growth, insulin sensitivity (IS), and body composition (BC). Methods: This was a prospective, randomized, multicenter study in Tx. Insulin-like growth factor (IGF) -I, IGF-binding protein 3 (IGFBP3), IS, and BC (DEXA / pQCT) Were Determined at baseline and up to 12 months after Tx. Results: A total number of 30 Patients Were Examined 14 Patients Were Assigned to the SW group (7 male, 7 female 12 in Tanner stage I) and 16 Patients Were Assigned to the steroid Control (SC) group (10 male, 6 female, 12 in Tanner stage I). Their was 7.8 ± chronological age 4.3 years, height was -2.3 ± 0.99 SD scores (SDS), and body mass index -0.3 ± 1.2 SDS. After 1 year, the SW group Showed an Increase in height SDS (+1.2 ± 0.22 +0.60 ± 0.13 vs. SDS in the SC group, p <0.02), lower IGFBP3 (p <0.05), cholesterol (p <0.05), and higher high-density lipoprotein cholesterol (p <0.05). Patients SW lower trunk fat ADH With No Differences in IS. Only in prepubertal Patients, the SW group ADH lower glycemia (p <0.05), very low-density lipoprotein cholesterol (p <0.01), triglycerides (p <0.05), triglycerides / glycemia index (TyG p <0.02), and better lean mass. Both groups Showed an improvement in lean mass after kidney Tx. Conclusions: SW longitudinal improved growth, lipid profile, and trunk fat and lean in Tx patients. In prepubertal recipients, the decrease in TyG Suggests IS better. Copyright © 2 S. Karger AG, Basel.;HORMONE RESEARCH IN PAEDIATRICS;2013;Artículo;Urology & nephrology;0;growth;sds;cholesterol;improv;lean;;0;0;0;10;3;10;3;21;45
